Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Mazda,MX-30,11/2024,681 760 Kč,15 km,107 kW,Elektro,17.9 kWh/100km,Automat
Nissan,Leaf,12/2020,458 260 Kč,13 760 km,110 kW,Elektro,,Automat
Mazda,MX-30,8/2023,628 760 Kč,1 771 km,107 kW,Elektro,17.9 kWh/100km,Automat
Cupra,Tavascan,12/2024,1 496 760 Kč,0 km,250 kW,Elektro,16.5 kWh/100km,Automat
Ford,Capri,12/2024,1 337 260 Kč,0 km,250 kW,Elektro,,Automat
Nissan,Ariya,10/2022,731 760 Kč,9 900 km,160 kW,Elektro,,Automat
Fiat,600,11/2023,653 760 Kč,8 650 km,115 kW,Elektro,15.1 kWh/100km,Automat
BMW,216 Active Tourer,11/2020,486 760 Kč,71 402 km,85 kW,Diesel,4.8 l/100km,Manuál
Mercedes-Benz,GLC 43 AMG,11/2022,1 708 260 Kč,15 021 km,287 kW,Benzín,10.1 l/100km,Automat
Cupra,Tavascan,2/2025,1 267 260 Kč,20 km,250 kW,Elektro,16.6 kWh/100km,Automat
Alfa Romeo,Giulia,1/2024,891 260 Kč,13 850 km,206 kW,Benzín,7.2 l/100km,Automat
Porsche,Taycan,8/2020,1 459 260 Kč,88 920 km,420 kW,Elektro,,Automat
BMW,iX2,3/2024,1 222 760 Kč,9 000 km,230 kW,Elektro,,Automat
Volkswagen,T5 Caravelle,3/2024,981 760 Kč,20 504 km,132 kW,Diesel,6.7 l/100km,Automat
Cupra,Tavascan,9/2024,1 309 260 Kč,6 200 km,250 kW,Elektro,16.8 kWh/100km,Automat
Renault,R 5,1/2025,834 760 Kč,0 km,88 kW,Elektro,,Automat
MG,MG4,12/2024,755 760 Kč,10 km,320 kW,Elektro,18.7 kWh/100km,Automat
Mazda,MX-30,7/2023,583 760 Kč,10 km,107 kW,Elektro,17.9 kWh/100km,Automat
Nissan,Leaf,2/2023,718 760 Kč,1 090 km,160 kW,Elektro,,Automat
Mazda,MX-30,4/2024,665 760 Kč,12 km,125 kW,Hybrid,,Automat
Cupra,Tavascan,9/2024,1 283 760 Kč,3 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Land Rover,Range Rover,1/2019,1 247 260 Kč,140 000 km,386 kW,Benzín,12.7 l/100km,Automat
Škoda,Yeti,4/2016,486 760 Kč,17 370 km,110 kW,Benzín,6.3 l/100km,Automat
Cupra,Tavascan,9/2024,1 256 760 Kč,9 800 km,250 kW,Elektro,16.5 kWh/100km,Automat
Smart,#1,6/2023,694 760 Kč,15 500 km,200 kW,Elektro,17.4 kWh/100km,Automat
MG,MG4,10/2023,497 760 Kč,22 810 km,125 kW,Elektro,,Automat
Peugeot,3008,12/2021,611 260 Kč,35 996 km,165 kW,Hybrid,,Automat
Cupra,Terramar,12/2024,1 221 760 Kč,50 km,195 kW,Benzín,8.6 l/100km,Automat
Volkswagen,Crafter,10/2021,581 260 Kč,24 000 km,100 kW,Elektro,,Automat
Mazda,MX-30,8/2021,453 260 Kč,10 990 km,107 kW,Elektro,19 kWh/100km,Automat
Seat,Mii,6/2012,109 760 Kč,159 000 km,44 kW,Benzín,4.5 l/100km,Manuál
Land Rover,Discovery,7/2022,1 552 260 Kč,58 874 km,221 kW,Diesel,8.5 l/100km,Automat
Toyota,Aygo X,12/2024,408 260 Kč,5 000 km,53 kW,Benzín,4.5 l/100km,Manuál
DS Automobiles,DS3,5/2023,825 260 Kč,0 km,110 kW,Elektro,,Automat
Cupra,Tavascan,8/2024,1 261 760 Kč,17 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Mazda,MX-30,3/2023,491 260 Kč,15 500 km,107 kW,Elektro,17.9 kWh/100km,Automat
Peugeot,3008,6/2016,204 760 Kč,168 800 km,88 kW,Diesel,4.2 l/100km,Automat
Cupra,Tavascan,8/2024,1 347 260 Kč,10 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Volkswagen,ID.5,11/2024,1 335 760 Kč,0 km,210 kW,Elektro,15.7 kWh/100km,Automat
Toyota,Hilux,12/2024,1 309 260 Kč,0 km,150 kW,Diesel,8.8 l/100km,Automat
Jeep,Renegade,3/2024,728 760 Kč,26 602 km,96 kW,Benzín,5.3 l/100km,Automat
Hyundai,IONIQ,1/2020,491 760 Kč,12 123 km,88 kW,Elektro,,Automat
BMW,i4,12/2024,1 301 260 Kč,0 km,250 kW,Elektro,15.8 kWh/100km,Automat
BYD,Seal,5/2024,1 109 260 Kč,8 240 km,230 kW,Elektro,,Automat
Mercedes-Benz,C 300,10/2023,1 103 260 Kč,6 950 km,230 kW,Hybrid,,Automat
DS Automobiles,DS4,5/2023,748 260 Kč,22 197 km,165 kW,Hybrid,1.3 l/100km,Automat
Mercedes-Benz,GLE 350,1/2022,1 288 260 Kč,96 810 km,245 kW,Hybrid,,Automat
Audi,Q4 e-tron,12/2024,1 183 260 Kč,15 km,150 kW,Elektro,,Automat
Alpina,B3,8/2021,1 551 760 Kč,76 893 km,340 kW,Benzín,10.3 l/100km,Automat
Volkswagen,ID.7,12/2024,1 536 760 Kč,0 km,210 kW,Elektro,16.3 kWh/100km,Automat
Škoda,Enyaq,12/2024,1 024 260 Kč,0 km,150 kW,Elektro,15.8 kWh/100km,Automat
Volkswagen,Taigo,10/2023,522 260 Kč,10 000 km,70 kW,Benzín,4.7 l/100km,Manuál
Dacia,Spring,12/2024,469 760 Kč,0 km,48 kW,Elektro,,Automat
Hyundai,Kona,4/2021,429 760 Kč,75 000 km,104 kW,Hybrid,3.9 l/100km,Automat
Ford,F-150,12/2024,2 626 260 Kč,1 km,299 kW,Benzín,13.1 l/100km,Automat
Cupra,Tavascan,11/2024,1 340 760 Kč,6 346 km,250 kW,Elektro,18.1 kWh/100km,Automat
Audi,Q4 e-tron,8/2023,838 760 Kč,521 km,125 kW,Elektro,,Automat
Ora,Funky Cat,3/2023,496 760 Kč,6 500 km,126 kW,Elektro,,Automat
Mazda,MX-30,1/2022,463 760 Kč,12 600 km,107 kW,Elektro,,Automat
Renault,Kangoo,10/2020,236 260 Kč,38 658 km,70 kW,Diesel,5.5 l/100km,Manuál
Suzuki,Swift,9/2021,358 260 Kč,15 700 km,61 kW,Benzín,4.7 l/100km,Manuál
BMW,X2,12/2024,1 164 260 Kč,0 km,162 kW,Hybrid,15.3 l/100km,Automat
Cupra,Tavascan,2/2025,1 338 260 Kč,8 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Nissan,Ariya,3/2024,1 407 760 Kč,1 km,290 kW,Elektro,20.4 kWh/100km,Automat
GWM,Wey 03,11/2024,1 077 260 Kč,0 km,270 kW,Hybrid,25.2 l/100km,Automat
Mercedes-Benz,B 250,11/2022,584 260 Kč,19 673 km,160 kW,Hybrid,,Automat
Mazda,MX-30,5/2022,496 760 Kč,1 500 km,107 kW,Elektro,,Automat
GWM,03,8/2023,546 760 Kč,11 900 km,126 kW,Elektro,,Automat
Fiat,Doblo,6/2015,185 260 Kč,130 340 km,66 kW,Diesel,5.5 l/100km,Manuál
Volvo,EX30,12/2024,1 128 760 Kč,0 km,200 kW,Elektro,17 kWh/100km,Automat
Alfa Romeo,Tonale,2/2023,1 021 760 Kč,1 500 km,206 kW,Benzín,,Automat
Mercedes-Benz,S 560,1/2020,1 451 260 Kč,114 942 km,345 kW,Benzín,9.9 l/100km,Automat
Alfa Romeo,Tonale,4/2023,707 760 Kč,39 035 km,96 kW,Benzín,5.7 l/100km,Automat
MG,ZS,11/2022,421 760 Kč,30 000 km,130 kW,Benzín,9.4 l/100km,Manuál
Audi,A8,12/2020,1 486 260 Kč,41 979 km,330 kW,Hybrid,,Automat
Ford,Explorer,1/2024,1 392 260 Kč,0 km,253 kW,Elektro,,Automat
Nissan,Leaf,8/2023,496 760 Kč,4 500 km,110 kW,Elektro,16.7 kWh/100km,Automat
MG,MG3,12/2024,448 260 Kč,0 km,143 kW,Hybrid,,Manuál
Ford,Bronco,12/2024,1 564 760 Kč,0 km,226 kW,Benzín,13.6 l/100km,Automat
Audi,e-tron GT,1/2023,1 470 760 Kč,76 900 km,350 kW,Elektro,,Automat
GWM,03,3/2023,549 260 Kč,9 800 km,126 kW,Elektro,,Automat
Dacia,Spring,7/2023,326 760 Kč,7 835 km,33 kW,Elektro,13.9 kWh/100km,Automat
BMW,218 Active Tourer,1/2024,750 260 Kč,12 200 km,100 kW,Benzín,5.9 l/100km,Automat
Audi,S4,1/2023,1 261 760 Kč,13 000 km,251 kW,Diesel,6.4 l/100km,Automat
Mercedes-Benz,C 300,1/2024,1 232 760 Kč,8 248 km,230 kW,Hybrid,,Automat
Opel,Ampera-e,12/2019,375 260 Kč,105 512 km,150 kW,Elektro,,Automat
Cupra,Born,8/2022,666 760 Kč,28 291 km,150 kW,Elektro,15.3 kWh/100km,Automat
Renault,Arkana,9/2021,445 760 Kč,37 490 km,103 kW,Hybrid,,Automat
Mazda,CX-80,12/2024,1 524 260 Kč,5 km,187 kW,Diesel,5.8 l/100km,Automat
GWM,Wey 05,11/2024,1 372 760 Kč,0 km,350 kW,Hybrid,24.4 l/100km,Automat
BMW,128,1/2024,1 007 760 Kč,10 258 km,195 kW,Benzín,6.6 l/100km,Automat
Hyundai,IONIQ 5,7/2023,953 260 Kč,16 080 km,239 kW,Elektro,,Automat
Smart,#1,7/2024,860 760 Kč,5 648 km,271 kW,Elektro,,Automat
Ford,Capri,12/2024,1 010 760 Kč,25 km,250 kW,Elektro,,Automat
Cupra,Born,3/2023,850 260 Kč,9 803 km,170 kW,Elektro,,Automat
Renault,R 5,3/2025,794 760 Kč,5 km,90 kW,Elektro,14.8 kWh/100km,Automat
Volkswagen,Crafter,12/2020,622 260 Kč,94 052 km,100 kW,Elektro,,Automat
Maxus,Deliver 3,6/2024,566 760 Kč,100 km,90 kW,Elektro,,Automat
Fiat,Tipo,2/2024,436 260 Kč,5 km,96 kW,Benzín,5.6 l/100km,Automat
Alfa Romeo,Giulia,5/2023,892 760 Kč,12 960 km,206 kW,Benzín,7.2 l/100km,Automat
GWM,Wey 05,11/2024,1 243 760 Kč,115 km,350 kW,Hybrid,24.4 l/100km,Automat
Mitsubishi,Eclipse Cross,12/2022,707 760 Kč,10 km,138 kW,Hybrid,17.5 l/100km,Automat
MG,ZS,11/2022,422 260 Kč,24 838 km,130 kW,Benzín,9.4 l/100km,Manuál
Mazda,MX-30,12/2020,411 260 Kč,7 137 km,107 kW,Elektro,,Automat
Cupra,Ateca,5/2022,740 260 Kč,45 881 km,221 kW,Benzín,9 l/100km,Automat
Mitsubishi,ASX,6/2024,615 260 Kč,10 km,67 kW,Benzín,5.6 l/100km,Manuál
Ora,Funky Cat,8/2023,523 260 Kč,4 729 km,126 kW,Elektro,,Automat
Mercedes-Benz,CLA 45 AMG,5/2024,1 525 260 Kč,7 695 km,310 kW,Benzín,8.5 l/100km,Automat
Cupra,Tavascan,9/2024,1 391 260 Kč,5 000 km,250 kW,Elektro,15.2 kWh/100km,Automat
Mercedes-Benz,EQE,4/2023,1 417 760 Kč,15 559 km,300 kW,Elektro,18.8 kWh/100km,Automat
Hyundai,Kona,3/2024,740 260 Kč,1 km,160 kW,Elektro,,Automat
Nissan,Ariya,8/2023,1 074 760 Kč,11 500 km,178 kW,Elektro,,Automat
BMW,320,7/2021,678 760 Kč,75 990 km,150 kW,Hybrid,,Automat
BMW,430 Gran Coupé,4/2023,1 278 260 Kč,15 700 km,180 kW,Benzín,6.5 l/100km,Automat
Smart,#1,7/2023,727 760 Kč,9 900 km,200 kW,Elektro,17.4 kWh/100km,Automat
Volvo,EX30,1/2024,1 315 760 Kč,10 km,343 kW,Elektro,,Automat
Mercedes-Benz,EQB,12/2024,1 190 760 Kč,0 km,140 kW,Elektro,,Automat
Kia,EV3,10/2024,955 760 Kč,10 000 km,150 kW,Elektro,,Automat
Land Rover,Discovery Sport,2/2021,799 260 Kč,96 744 km,227 kW,Hybrid,2 l/100km,Automat
MG,ZS,6/2023,446 760 Kč,27 289 km,130 kW,Benzín,9.4 l/100km,Manuál
Ford,Bronco,6/2024,2 327 260 Kč,5 105 km,246 kW,Benzín,13.4 l/100km,Automat
Mercedes-Benz,GLC 200,3/2022,943 260 Kč,25 290 km,145 kW,Hybrid,,Automat
Mercedes-Benz,E 53 AMG,5/2022,1 499 260 Kč,65 500 km,320 kW,Benzín,,Automat
Cupra,Terramar,12/2024,1 349 260 Kč,0 km,195 kW,Benzín,8.6 l/100km,Automat
Volvo,V90,1/2025,1 299 260 Kč,0 km,261 kW,Hybrid,,Automat
BYD,Tang,7/2023,1 024 260 Kč,19 000 km,380 kW,Elektro,23.8 kWh/100km,Automat
Toyota,Proace,6/2024,644 760 Kč,3 590 km,88 kW,Diesel,6.5 l/100km,Manuál
Škoda,Scala,1/2020,488 260 Kč,58 500 km,85 kW,Diesel,4.1 l/100km,Automat
Volvo,V90,1/2025,1 343 760 Kč,0 km,261 kW,Hybrid,,Automat
Cupra,Tavascan,8/2024,1 312 260 Kč,9 999 km,250 kW,Elektro,16.8 kWh/100km,Automat
Audi,Q3,1/2023,955 760 Kč,5 546 km,110 kW,Diesel,4.7 l/100km,Automat
Alfa Romeo,Tonale,1/2024,949 760 Kč,5 km,96 kW,Diesel,5.6 l/100km,Automat
Renault,R 5,1/2025,834 760 Kč,0 km,110 kW,Elektro,,Automat
Smart,ForFour,3/2022,268 260 Kč,16 583 km,60 kW,Elektro,,Automat
Audi,S7,1/2022,1 549 260 Kč,47 769 km,253 kW,Diesel,6.4 l/100km,Automat
Mercedes-Benz,B 250,12/2022,599 760 Kč,16 734 km,160 kW,Hybrid,,Automat
MG,EHS,7/2021,470 760 Kč,49 713 km,190 kW,Hybrid,,Automat
Audi,A4 Allroad,2/2023,920 760 Kč,24 597 km,150 kW,Diesel,4.8 l/100km,Automat
Smart,#1,5/2023,733 760 Kč,15 000 km,200 kW,Elektro,17.4 kWh/100km,Automat
Audi,A3,1/2025,718 760 Kč,0 km,110 kW,Benzín,5.5 l/100km,Manuál
Mazda,MX-30,9/2022,483 760 Kč,14 690 km,107 kW,Elektro,,Automat
Opel,Ampera-e,3/2020,396 760 Kč,85 103 km,150 kW,Elektro,,Automat
BMW,340,5/2024,1 457 760 Kč,23 295 km,250 kW,Diesel,6.1 l/100km,Automat
Hyundai,Kona,4/2021,429 760 Kč,95 000 km,104 kW,Hybrid,3.9 l/100km,Automat
Jeep,Avenger,8/2024,688 760 Kč,0 km,74 kW,Benzín,5.4 l/100km,Manuál
BMW,iX1,7/2024,1 048 760 Kč,4 040 km,150 kW,Elektro,,Automat
Mazda,MX-30,11/2023,733 260 Kč,9 067 km,125 kW,Hybrid,,Automat
Jaguar,XE,1/2021,617 760 Kč,127 000 km,150 kW,Hybrid,4.3 l/100km,Automat
Cupra,Tavascan,8/2024,1 260 760 Kč,2 826 km,250 kW,Elektro,16.5 kWh/100km,Automat
Mercedes-Benz,GLC 300,2/2022,918 760 Kč,87 530 km,235 kW,Hybrid,,Automat
Jaguar,E-Pace,8/2020,599 760 Kč,67 600 km,147 kW,Benzín,8.3 l/100km,Automat
Citroën,Berlingo,2/2021,317 760 Kč,46 059 km,81 kW,Benzín,5.6 l/100km,Manuál
Mercedes-Benz,GLC 200,2/2025,1 434 260 Kč,8 000 km,120 kW,Hybrid,,Automat
Land Rover,Range Rover Velar,9/2022,1 221 260 Kč,22 500 km,184 kW,Benzín,8.3 l/100km,Automat
Mazda,CX-30,11/2024,653 760 Kč,0 km,103 kW,Hybrid,5.9 l/100km,Manuál
Mercedes-Benz,C 300,2/2021,549 260 Kč,152 040 km,225 kW,Benzín,6.6 l/100km,Automat
Seat,Leon,12/2022,547 760 Kč,40 958 km,150 kW,Hybrid,,Automat
Genesis,GV60,9/2022,1 525 760 Kč,13 088 km,360 kW,Elektro,,Automat
Cupra,Born,1/2024,797 760 Kč,12 782 km,150 kW,Elektro,,Automat
Toyota,Proace,6/2021,316 260 Kč,170 000 km,75 kW,Diesel,6.5 l/100km,Manuál
Cupra,Tavascan,2/2025,1 338 760 Kč,3 500 km,250 kW,Elektro,16.8 kWh/100km,Automat
BMW,X1,2/2024,879 760 Kč,9 999 km,120 kW,Diesel,4.8 l/100km,Automat
Jeep,Renegade,3/2024,808 260 Kč,50 km,96 kW,Benzín,6.1 l/100km,Automat
Hyundai,Inster,2/2025,669 260 Kč,1 500 km,71 kW,Elektro,14.3 kWh/100km,Automat
Volkswagen,Caddy,1/2020,585 760 Kč,123 489 km,136 kW,Diesel,4.6 l/100km,Automat
Ford,Explorer,1/2024,1 318 260 Kč,20 km,210 kW,Elektro,,Automat
Audi,A6,6/2021,806 760 Kč,28 990 km,220 kW,Hybrid,1.5 l/100km,Automat
Lancia,Ypsilon,10/2022,287 260 Kč,29 990 km,51 kW,Hybrid,4 l/100km,Manuál
Volkswagen,T5 Transporter,7/2013,287 260 Kč,102 000 km,62 kW,Diesel,7.5 l/100km,Manuál
Smart,ForFour,3/2022,268 260 Kč,23 980 km,60 kW,Elektro,,Automat
Cupra,Born,5/2023,837 260 Kč,3 164 km,170 kW,Elektro,,Automat
Fiat,Scudo,8/2024,709 260 Kč,1 km,107 kW,Diesel,7.7 l/100km,Manuál
MG,MG3,3/2025,433 760 Kč,10 km,143 kW,Hybrid,,Manuál
Volkswagen,Crafter,1/2019,417 260 Kč,95 399 km,103 kW,Diesel,7.8 l/100km,Manuál
Tesla,Model Y,2/2023,873 760 Kč,31 000 km,255 kW,Elektro,,Automat
Hyundai,IONIQ 5,3/2024,1 523 260 Kč,9 800 km,448 kW,Elektro,21.2 kWh/100km,Automat
Cupra,Tavascan,8/2024,1 285 760 Kč,2 800 km,250 kW,Elektro,,Automat
MG,MG4,1/2023,950 760 Kč,0 km,324 kW,Elektro,,Automat
Smart,#1,5/2024,936 760 Kč,1 400 km,315 kW,Elektro,,Automat
Cupra,Tavascan,11/2024,1 424 760 Kč,7 500 km,250 kW,Elektro,16.5 kWh/100km,Automat
BMW,i4,5/2024,1 391 260 Kč,24 800 km,400 kW,Elektro,,Automat
RAM,1500,1/2021,1 191 760 Kč,4 400 km,287 kW,Benzín,,Automat
Land Rover,Defender,1/2013,1 032 260 Kč,143 000 km,90 kW,Diesel,11.1 l/100km,Manuál
Citroën,C5 X,2/2023,1 145 260 Kč,500 km,166 kW,Hybrid,,Automat
Audi,S5,1/2022,1 235 260 Kč,27 369 km,251 kW,Diesel,6.4 l/100km,Automat
Volvo,EX30,1/2024,1 243 760 Kč,10 km,343 kW,Elektro,,Automat
BMW,218 Gran Coupé,12/2024,780 760 Kč,0 km,100 kW,Benzín,5.4 l/100km,Manuál
BMW,218 Active Tourer,12/2024,779 260 Kč,0 km,100 kW,Benzín,6.8 l/100km,Automat
Mitsubishi,Eclipse Cross,12/2022,707 760 Kč,10 km,138 kW,Hybrid,17.5 l/100km,Automat
MG,ZS,9/2021,394 260 Kč,20 000 km,105 kW,Elektro,,Automat
Hyundai,i20,2/2012,134 760 Kč,82 000 km,63 kW,Benzín,4.8 l/100km,Manuál
Nissan,Qashqai,5/2023,681 260 Kč,100 km,103 kW,Hybrid,6.4 l/100km,Automat
Seat,Arona,12/2023,458 760 Kč,4 300 km,70 kW,Benzín,5 l/100km,Manuál
Smart,ForFour,2/2022,300 260 Kč,26 719 km,60 kW,Elektro,,Automat
Fiat,Doblo,7/2016,189 760 Kč,115 859 km,66 kW,Diesel,5 l/100km,Manuál
Mercedes-Benz,C 63 AMG,6/2020,1 314 260 Kč,52 399 km,350 kW,Benzín,,Automat
Fiat,Scudo,10/2022,910 760 Kč,1 km,100 kW,Elektro,25.5 kWh/100km,Automat
Volvo,V90,7/2024,1 413 260 Kč,0 km,341 kW,Hybrid,,Automat
Cupra,Tavascan,9/2024,1 303 760 Kč,2 800 km,250 kW,Elektro,16.8 kWh/100km,Automat
Volkswagen,T5 Transporter,10/2013,212 760 Kč,104 000 km,62 kW,Diesel,7.5 l/100km,Manuál
Mazda,CX-80,12/2024,1 420 760 Kč,1 km,241 kW,Hybrid,23 l/100km,Automat
Genesis,GV70,2/2022,1 068 260 Kč,43 293 km,154 kW,Diesel,7 l/100km,Automat
Audi,Q4 e-tron,10/2022,706 260 Kč,14 228 km,125 kW,Elektro,,Automat
Hyundai,Inster,11/2024,665 760 Kč,0 km,85 kW,Elektro,15.1 kWh/100km,Automat
Cupra,Tavascan,8/2024,1 335 760 Kč,7 900 km,250 kW,Elektro,16.8 kWh/100km,Automat
GWM,Wey 03,12/2024,1 259 260 Kč,0 km,270 kW,Hybrid,0.5 l/100km,Automat
Mercedes-Benz,GLC 43 AMG,3/2021,1 051 760 Kč,64 000 km,287 kW,Benzín,10.1 l/100km,Automat
Mercedes-Benz,GLA 250,12/2023,817 260 Kč,12 000 km,160 kW,Hybrid,,Automat
Seres,3,12/2024,615 760 Kč,5 km,120 kW,Elektro,,Automat
MG,MG4,12/2022,464 760 Kč,18 000 km,125 kW,Elektro,,Automat
GWM,Wey 03,5/2024,1 143 260 Kč,5 000 km,270 kW,Hybrid,,Automat
Ford,Explorer,12/2024,1 127 260 Kč,10 km,210 kW,Hybrid,,Automat
Jeep,Renegade,4/2023,998 260 Kč,4 256 km,132 kW,Hybrid,1.9 l/100km,Automat
Kia,EV3,10/2024,852 260 Kč,2 205 km,150 kW,Elektro,,Automat
Ora,Funky Cat,8/2023,520 260 Kč,10 398 km,126 kW,Elektro,,Automat
Volkswagen,Crafter,9/2014,359 260 Kč,123 000 km,100 kW,Diesel,8.2 l/100km,Manuál
MG,MG4,6/2024,628 760 Kč,1 400 km,150 kW,Elektro,,Automat
Dacia,Spring,4/2023,296 760 Kč,12 371 km,34 kW,Elektro,,Automat
Cupra,Tavascan,8/2024,1 341 260 Kč,9 500 km,250 kW,Elektro,16.8 kWh/100km,Automat
Hyundai,Inster,1/2025,614 260 Kč,25 km,71 kW,Elektro,14.3 kWh/100km,Automat
Mazda,MX-30,12/2020,417 760 Kč,13 700 km,107 kW,Elektro,,Automat
MG,ZS,12/2019,358 260 Kč,93 848 km,110 kW,Elektro,,Automat
Fiat,Talento,5/2021,327 260 Kč,85 000 km,88 kW,Diesel,6 l/100km,Manuál
Cupra,Tavascan,9/2024,1 314 760 Kč,9 999 km,250 kW,Elektro,16.8 kWh/100km,Automat
Seres,3,12/2022,523 260 Kč,2 238 km,120 kW,Elektro,,Automat
MG,MG3,12/2024,458 260 Kč,0 km,143 kW,Hybrid,,Manuál
Opel,Ampera-e,11/2019,388 260 Kč,72 795 km,150 kW,Elektro,,Automat
Audi,Q4 e-tron,12/2022,747 260 Kč,13 770 km,125 kW,Elektro,,Automat
Land Rover,Discovery Sport,3/2024,1 260 760 Kč,9 933 km,221 kW,Hybrid,,Automat
MG,MG4,8/2023,839 760 Kč,6 000 km,320 kW,Elektro,18.7 kWh/100km,Automat
Suzuki,SX4 S-Cross,12/2024,622 260 Kč,0 km,95 kW,Benzín,5.4 l/100km,Manuál
Nissan,Leaf,7/2019,313 260 Kč,86 950 km,110 kW,Elektro,17.1 kWh/100km,Automat
Toyota,Land Cruiser,12/2024,1 522 760 Kč,0 km,148 kW,Diesel,7.6 l/100km,Automat
Cupra,Tavascan,10/2024,1 341 260 Kč,5 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Audi,S5,1/2022,1 286 760 Kč,25 700 km,251 kW,Diesel,6.4 l/100km,Automat
Genesis,GV70,4/2022,1 126 260 Kč,67 185 km,154 kW,Diesel,7 l/100km,Automat
Fiat,500X,11/2023,590 760 Kč,1 600 km,96 kW,Benzín,5.8 l/100km,Automat
Citroën,Berlingo,2/2019,284 260 Kč,164 000 km,75 kW,Diesel,4.3 l/100km,Manuál
Mercedes-Benz,EQS,3/2023,1 604 760 Kč,17 690 km,245 kW,Elektro,,Automat
Ora,Funky Cat,3/2023,575 760 Kč,6 000 km,126 kW,Elektro,,Automat
Cupra,Tavascan,10/2024,1 407 260 Kč,8 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
